0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
8677.114,6181.4443,3705.8738,4130.9224,26.050772,88476.15,14555.165,24.009356,0.11886968,0.5408597,0.06837492,9875.9375,7548.8496,79.30347,12083.098,17537.332
12177.02,39952.832,4721.2603,6591.46,27.022572,46967.273,4678.5356,9.840902,0.21181814,0.012439775,0.17307898,7605.8623,22242.566,73.26758,9368.736,17143.354
6152.799,6503.706,3628.9932,2259.887,96.99898,76501.44,1674.69,16.03873,0.13997523,0.0818611,0.09884078,4628.4146,8449.959,162.72937,9622.119,17456.84
9264.198,4448.5093,3020.7217,4749.946,35.050133,81852.805,13405.307,17.214266,0.13662708,0.0023574042,0.09200066,13245.415,8615.206,59.18164,14045.859,17583.86
14591.616,2309.2673,3245.5408,2530.9966,20.639889,80405.164,8473.518,11.182372,0.17564514,0.0042498936,0.15391259,7664.337,7829.151,43.408886,10427.951,18214.812
14709.414,64614.758,3805.6638,4161.5,17.050013,42365.08,3151.3535,14.74933,0.12152718,0.034693506,0.100922026,8810.391,17193.975,229.15416,11126.005,20585.025
11498.253,1417.288,3251.2017,5969.062,15.179861,92412.56,21999.002,9.310937,0.21390982,0.054717567,0.18290079,7873.554,8173.631,67.863815,9044.319,19159.102
13274.438,2357.6355,5539.7397,5585.059,23.397589,68419.586,843.6935,18.799252,0.10225951,0.012657443,0.09291273,7264.268,8419.861,88.64047,11272.694,17741.672
5778.2466,13716.902,3335.0867,3527.5332,14.195632,76789.46,5899.0273,8.072371,0.1764921,0.021377971,0.19019136,7330.07,8373.956,228.35356,15774.299,17255.186
11879.583,36112.55,5065.871,4611.107,10.290417,80390.83,13211.596,11.94642,0.11414792,0.050272077,0.14304878,12264.024,9082.125,58.821495,11671.089,18938.55
19546.51,3887.4065,3748.7424,3145.0298,8.5684395,87179.48,19091.207,16.17659,0.07444267,0.010992004,0.11264562,5241.428,13341.449,92.27513,18658.826,17453.318
4561.257,9119.072,6318.7847,4290.211,21.50805,68819.22,5014.094,18.682787,0.08310158,0.07801082,0.09297057,5258.689,9560.232,82.52212,7825.8716,19002.58
37590.066,1160.7603,3361.0466,3104.9226,37.246006,63765.53,16038.833,23.365698,0.10801558,0.03810942,0.07092535,2921.035,13797.032,94.27046,18606.467,21549.768
22182.914,10445.33,3444.8503,5478.6597,29.739487,68357.22,11446.15,16.303936,0.095389284,0.07497072,0.10516359,10091.096,12747.555,79.97436,13485.03,20052.838
28453.91,8205.088,4340.2417,3448.6753,15.585008,44155.06,1635.3951,22.835558,0.04931934,0.018798677,0.0678876,4948.468,14041.1875,81.332466,10222.4,22326.838
22222.664,7782.0454,3497.994,3862.5547,27.464684,56776.633,10704.211,11.058161,0.18274353,0.03326,0.14392997,13003.049,11268.464,172.87968,12484.534,25552.861
