bottleneck_strength_domestic,bottleneck_strength_wild,bottleneck_time_domestic,bottleneck_time_wild,captive_time,div_time,mig_length_post_split,mig_length_wild,mig_rate_captive,mig_rate_post_split,mig_rate_wild,pop_size_wild_1,pop_size_wild_2,pop_size_captive,pop_size_domestic_1,pop_size_domestic_2
278553.53,5121.0825,3103.916,3852.0737,12.994961,78109.84,30090.06,17.75939,0.028095417,0.008018327,0.0778734,5790.3613,8136.152,72.47016,5998.714,13100.971
89407.914,28409.629,2845.3066,3113.9302,24.107576,55381.16,6159.457,15.827372,0.12504038,0.022582421,0.09326489,4788.961,12151.576,126.00423,8083.1206,7516.9585
104269.195,7213.8584,3555.282,2626.7744,11.514392,46760.49,355.4238,11.004086,0.12581529,0.021712627,0.11118416,3193.193,9491.275,144.11377,4634.3857,10783.958
76260.46,8724.026,2284.4001,3113.2693,13.090621,75321.14,20505.445,13.07548,0.04931738,0.009934768,0.10808482,6705.623,6292.621,79.49346,6462.865,9473.18
85615.81,6579.0703,4247.63,3222.65,10.670467,58798.992,4061.291,9.8574095,0.106963344,0.018258004,0.1172335,6520.8955,7409.907,98.393936,5517.134,9873.508
43840.043,5608.1567,3153.0508,3498.1274,15.537554,54665.707,2511.0757,17.314331,0.041545186,0.0113620795,0.07315244,6033.7617,8037.557,204.48502,4218.854,8887.714
24380.793,11177.692,3420.132,3042.2998,12.885447,47803.566,876.6352,15.570052,0.041159965,0.046286877,0.09197912,6554.324,9302.962,76.52521,4280.251,10766.912
150850.38,16252.189,2969.7292,2515.0522,9.709403,46649.17,2768.1174,15.452334,0.03355219,0.050429445,0.09409011,5207.9907,10046.037,222.80199,6917.0776,13126.826
30262.688,12819.252,3294.4958,3156.7268,18.952742,79369.28,23097.172,12.309365,0.111994475,0.0044938247,0.09998767,6148.1465,8128.536,175.92665,5510.4126,8730.778
15909.634,13107.561,3072.04,3291.2644,24.030663,58906.324,12421.834,17.231392,0.06829409,0.058681965,0.08147893,7750.4233,9420.355,116.70537,4810.279,10029.109
45107.49,15882.863,3068.1094,2632.4805,16.742172,56782.785,5589.081,13.3597765,0.08541338,0.0039984086,0.10045857,5832.0303,8926.715,193.5603,7120.193,10069.467
28707.287,11621.836,3375.8616,3728.796,18.525473,58815.746,3363.2002,14.544071,0.06537881,0.00776134,0.09288406,6662.001,8543.08,118.03721,5462.616,8136.6284
101523.82,3967.6106,3132.2852,3288.595,14.48467,52665.66,2830.473,12.246827,0.12768978,0.0013219164,0.1191809,6673.425,7925.735,49.089375,5484.1074,11707.844
