bottleneck_strength_domestic,bottleneck_strength_wild,bottleneck_time_domestic,bottleneck_time_wild,captive_time,div_time,mig_length_post_split,mig_length_wild,mig_rate_captive,mig_rate_post_split,mig_rate_wild,pop_size_wild_1,pop_size_wild_2,pop_size_captive,pop_size_domestic_1,pop_size_domestic_2
19099.915126521497,2967.174888949455,4645.456665824454,2819.7711198130505,25.211349620530623,59971.13974474112,8880.920276609957,9.156728967996951,0.2683962782160365,0.0696055753864577,0.0463183452452447,4839.607445163443,3705.016819782013,130.70325185940715,3756.7306522367,18107.96145561044
18655.807669558555,3013.0851306187724,4610.522985388114,3847.98005081603,20.06391912331437,86706.4396979482,392.7006057842741,11.415859732433956,0.06334347137919,0.0092620418453527,0.0537668468177599,6818.409003739536,7642.396827225875,172.5068149498422,8682.367415154931,8398.487621857526
8174.347721483331,4545.679610609555,3136.0178153467177,3574.4041306679205,11.60349023757322,40535.19289600616,20163.73680139221,17.98705362828766,0.1229379628119258,0.2269724932311592,0.3123808744088983,4247.154369062015,14062.778061763882,104.22520110704124,13742.72645064476,12099.977948666145
19317.835097628973,24858.5048743106,3679.138311144265,4352.267404117084,9.68065687961968,50332.230352432656,45440.69518540922,7.695824203987597,0.2224093608008974,0.0061004810517917,0.1313229977274974,7008.660857567252,10050.740582917688,161.34959466562398,8901.117618377892,14645.37415126799
42471.384985132536,21686.037627484708,3600.5330118391694,2769.128358631332,26.70418681748013,87401.55541300813,32747.143782501415,23.09416830333768,0.0681178352321565,0.0512981058075805,0.0502817329183517,7894.748769341158,6124.921173509577,556.6194346931223,8833.64912333608,27116.444116635303
3623.4372386933874,5368.711723412857,2083.403881332921,6269.153638030415,24.653015965820305,48319.15429614998,2196.5160483401187,12.89612489761188,0.1470853254632938,0.0199929814782666,0.0423700807762213,3147.0169993141103,20008.759804164307,111.6761659986797,7706.514049646928,5524.296353630589
10483.199224586708,6638.21863972142,5190.335736317094,2589.890213988506,9.170527129800073,76785.93570207688,28411.828165252504,12.263917896988929,0.143221539179667,0.0237224027507112,0.0372241945196629,10822.28402100288,8317.410844098777,98.3081653025483,15332.953554329712,27355.27796263723
35638.300466828085,5004.814132799756,3691.853931690495,3540.82935801289,12.900513336156957,102770.25185465306,27904.831525642512,16.726623989113918,0.0831833128805887,0.027211825336146,0.0533198206374082,2796.35021751717,10865.960378286329,53.05127940250842,8086.065463734304,5070.8402378363535
17425.34745572623,6274.529278026284,2448.346361595827,2875.610747814534,34.44984081613279,50886.03462404758,2078.092583476057,7.789539989004486,0.0790253317178323,0.0187038650748478,0.0609196328368252,10786.005772954712,7669.735442655944,108.0714777292402,7837.56998447089,15391.282027576832
34870.11449824468,5801.942258663359,4289.930572260122,4878.126795090358,34.55000643386316,52924.16218941475,603.4125711568076,14.879248506814683,0.1760332516594372,0.016516620734452,0.194580049948081,16289.559842359804,6710.819552643485,68.24222967959885,16671.347441565817,12551.58506884953
6026.47946767776,9210.821190620389,3192.5199405291514,1661.898015671276,11.111630762255684,55450.731832681355,3541.714887748636,13.85835602257703,0.0827854632612276,0.1358480004095988,0.2633622264051155,6376.940584189198,6453.174906679297,105.29647148939434,10332.366884626155,7384.289983632934
7822.142186184517,15823.915251490298,3890.5570292574657,2702.3410845235844,17.70899560550727,101355.27220392012,13846.201826673,14.019908001183792,0.0729089082187353,0.1651888478727405,0.148540347903479,7893.25164126095,20617.093432721413,341.97352209895416,7769.084633524177,11647.705122476307
9032.366838046068,15198.912620919073,2893.4508901059735,2881.2827466685353,20.662352505668967,57986.57157007449,3794.467952961774,17.698667600382166,0.0669448937192882,0.0536903727438008,0.0502616384026322,3283.634582998752,9207.02699776824,38.53878096542437,3975.9481563933423,11846.49893858479
26927.124584361147,4705.655598257573,2273.8853080271915,3070.489692016439,30.06434654817362,60994.23547621329,23348.6949649221,13.69497546001446,0.1643464496937128,0.0127278482003062,0.1778877946961369,8690.780708710829,8437.759243693017,81.51436309697114,12079.909050222148,17785.602995122426
3604.709682673727,31769.298006350695,5221.9411078460535,4496.6240582908495,24.57504534630417,63637.65462907237,3118.9939920949587,11.30515246261412,0.2260228546907965,0.0515440605704126,0.2054662867841024,2603.2713184351137,14409.800186070512,121.27179075333288,10675.16858487019,8560.703874081057
35935.22969181819,2568.5527932728965,3122.3768384367268,3546.9651215364984,14.75771282031116,61298.13521611442,7811.875326731013,15.247915649643677,0.0920440646157884,0.0383016900291045,0.1396924763382655,4049.123971777105,7869.458942739083,67.4305102179768,6027.974505651714,10253.770427774964
37944.72349415762,18476.19677300334,4706.999800470271,2705.8937327191015,16.573743335460446,95954.6111558968,3915.0595670277944,6.7240021522871105,0.0761106834935293,0.0446837533223137,0.1456890220215838,6382.098136912615,8390.49735603397,174.72779457398693,6752.232378538922,21435.142344211785
7719.176514861675,16194.548861174462,2631.9302005107397,4017.0879744827553,30.136609003212573,70485.97780627395,7047.3715485583325,14.409774067559988,0.0864253116713207,0.0075812205281762,0.036455476253638,6351.584588199345,8050.70484572934,117.32129282286908,7523.868586458975,17323.132570597518
44224.91906384287,14239.048256008688,4139.769280731464,3046.338703750804,78.42656165654468,64539.43438497637,25895.48480473859,10.929332807795271,0.1423611815534668,0.0139545492509138,0.033501621496544,6526.853651135654,8490.159643508068,101.50261387053774,28861.28618439962,10054.437458314764
60948.162806720975,16645.004258599347,2968.5997724095578,2301.4514116922837,26.256708684545387,36510.8081249305,20827.26275916908,15.43586293653015,0.0810170261435898,0.0434432960424906,0.1269525671178892,19068.848600084555,9697.313537435692,59.112994399753475,9174.528616145784,12696.479111674214
113809.22057606664,5875.8514117546465,3681.813045809072,3352.7546437253945,32.257348917119494,31161.691655583338,1100.9236427841972,14.441421809013368,0.0636830867255932,0.0706656677200103,0.0835437698985968,6302.513835756707,7004.102381270874,53.96890700662645,7620.949572541189,11412.536605031086
52528.68678214675,220496.8425886501,4267.168103372476,4328.487328175833,52.281204616078675,63559.56667614091,707.4603529159898,10.584130629395762,0.0476660462909823,0.1143662522082503,0.1144040525657617,2497.7770915820884,10887.10132503056,68.59368386319697,12860.382845000036,15661.706633676326
