0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
52259.746,5942.7466,2945.8748,3066.9387,16.941048,47124.207,454.52612,16.615398,0.069785826,0.011371438,0.08209945,5480.9985,9351.684,154.24245,5383.647,10547.419
85716.09,4277.0854,2621.3696,3846.4805,23.164928,61061.5,8721.259,17.23034,0.07026586,0.014900443,0.07824068,5686.547,8448.389,96.29114,4934.8604,9733.498
47637.797,15707.328,3106.5781,2843.7969,10.344907,50643.082,943.1352,15.301646,0.068105176,0.006356977,0.095267534,7464.389,7829.7754,359.19955,6012.69,12223.755
98334.516,10565.079,3427.021,3680.7366,19.105852,63972.06,8234.476,15.881045,0.08940363,0.020601036,0.08947666,7365.595,7323.792,305.3115,7746.776,9993.993
100367.06,12766.876,3858.0151,4056.467,15.232511,61161.184,9141.26,20.61603,0.05224188,0.00451406,0.07349021,5449.0015,8969.459,89.554054,4887.197,10311.104
56770.203,6404.7515,3115.6472,3298.8335,31.275928,52783.562,3220.3447,16.44326,0.042035565,0.009609328,0.09081407,6095.481,8890.239,164.69365,6229.472,9913.845
59974.336,6307.9033,3243.5996,3435.5728,14.072796,62545.13,11986.366,16.449795,0.118201844,0.022244906,0.06992988,7083.839,5724.376,80.09276,6539.4478,15207.155
109070.19,4108.3535,3530.4714,2704.6763,16.54503,55127.074,3356.909,19.911922,0.053752955,0.08338667,0.067398936,5377.205,7739.895,157.06828,5469.135,11171.764
42198.773,9468.935,3304.6018,3998.9968,13.136399,68280.61,20312.383,13.199545,0.053975645,0.025922183,0.11595718,5486.541,8373.953,132.24463,5073.0576,12441.893
26048.723,15631.358,3380.9448,3010.7458,16.448494,67117.8,13965.6875,9.668648,0.09446527,0.010242788,0.12508905,6675.196,7483.6914,107.20596,6762.0503,10679.499
29267.69,27188.76,2594.6846,4231.695,29.041264,74339.88,21082.174,13.313884,0.07322962,0.03326571,0.10141247,8164.3354,7869.6216,61.29152,6420.157,10300.172
43274.258,11818.021,2773.7766,3235.0862,19.633898,56521.914,5890.5757,13.997229,0.100291364,0.036135994,0.10076408,5514.0845,7830.4624,165.51607,6597.951,11884.037
115057.34,10471.298,3240.3528,3192.501,20.041805,51616.23,6132.638,16.753227,0.08323618,0.0127852615,0.079676785,5295.698,7544.267,125.19023,6448.219,14964.911
2034845.1,7678.1284,3342.6948,3559.6118,16.226171,63016.18,3435.8909,13.17027,0.14398602,0.027452849,0.10345605,7386.7227,6534.0264,131.74176,6526.448,8955.918
144574.48,6680.4487,2811.4585,3082.1528,25.250166,60082.445,18980.654,18.079414,0.115416415,0.025554951,0.07636439,4443.8613,9711.211,99.90512,5064.8564,14660.099
253756.17,3270.9077,3895.8555,2963.7263,23.252214,59977.73,8397.772,16.249008,0.08985673,0.032345157,0.08168856,6230.809,7523.87,65.39651,5184.392,12660.337
5557.9517,5638.678,3135.0444,3788.6626,22.955164,61549.66,1478.5688,13.552541,0.083987564,0.051914338,0.10940362,4646.0103,8716.942,289.99316,4607.5913,5076.5317
158825.73,2285.563,3890.8906,3165.5615,11.73127,70673.266,7714.1123,16.014618,0.05642224,0.023602596,0.08495759,5577.107,4291.5757,90.5356,6105.6123,9949.183
42054.98,8767.402,2571.145,3251.795,16.898773,57882.33,1239.8635,16.680763,0.10033968,0.033761226,0.092630625,6376.309,7654.687,99.4539,4916.0127,8194.941
224785.97,2260.5999,2735.6538,2986.2285,25.897345,57195.78,10373.699,18.91194,0.048520103,0.006268112,0.083233975,4398.2476,7086.64,173.82755,6400.02,13806.351
28452.717,7936.297,4511.4614,2611.9177,15.459538,63486.656,7781.9556,14.005604,0.075100794,0.026227703,0.09603692,5101.6543,8411.17,115.02474,5100.093,8250.159
148951.0,6634.6865,2816.8037,4489.6533,9.637094,48767.438,169.931,13.316065,0.04624134,0.013476961,0.10750943,6079.585,8932.559,95.18777,6189.735,10980.798
54955.258,10609.476,2067.4292,2863.7837,14.8251,65704.84,25700.238,17.26672,0.07569227,0.045703705,0.07238684,4153.88,13649.939,152.54109,4934.815,10581.284
49604.35,2292.8696,3237.2168,3984.9146,14.243597,64540.81,5803.165,15.61115,0.082661495,0.020571332,0.078499265,5063.168,5200.099,232.42355,5083.8833,10636.972
75255.33,19391.062,3545.545,3407.939,11.040505,52585.6,11656.709,15.971536,0.045654263,0.025019545,0.09656034,6670.7134,10896.628,217.7168,5908.4653,13410.347
30878.201,3213.417,3381.284,2852.978,14.757173,63277.82,9967.258,13.925545,0.07884272,0.059731912,0.10276956,6527.974,7824.7183,67.99643,5060.769,9848.764
31546.404,4466.0894,3442.1965,2848.0842,20.11918,58678.062,8975.925,10.210936,0.06496857,0.021391068,0.11074692,3103.8,10291.163,118.40931,6583.206,9061.407
47735.684,11900.658,3119.2507,3462.051,19.030329,52566.133,3842.5833,12.269435,0.09384882,0.029422233,0.11562438,5282.2173,9707.799,82.53493,5467.3735,10666.532
45127.184,1217.0844,3131.2104,3339.4727,14.710297,56303.83,1228.5104,12.908601,0.087364614,0.006715362,0.11226625,6160.1743,6034.6206,68.447754,4946.181,11563.891
67605.0,3759.1133,3306.5127,3973.5913,11.118975,60351.91,1871.3834,16.877708,0.084839195,0.0062049874,0.07650224,4692.9004,7810.105,131.08331,4669.5386,6645.021
43953.953,5676.851,3083.195,3215.8938,22.909666,59773.242,6396.717,16.272728,0.08343345,0.03422511,0.08879122,8744.888,6737.483,91.12472,6327.8765,12803.476
61502.008,3401.0676,3079.9888,3848.1252,21.513145,60147.37,6756.553,19.227724,0.063491926,0.01107787,0.07367484,6527.739,6959.8184,95.690315,5404.2104,10143.047
33205.332,5845.807,4106.417,3784.7827,37.849834,60929.85,2856.7544,12.238264,0.08525118,0.039014082,0.1214755,4726.9434,6285.34,105.490746,5593.4165,9743.387
141173.75,12090.177,3487.3865,2886.291,16.430855,64455.133,10120.712,12.886148,0.078369245,0.030047353,0.10957006,7003.022,8877.041,100.94174,6496.0396,9514.944
5753.021,9451.817,3812.4944,3603.811,15.706268,64841.977,1530.236,14.497719,0.10699337,0.014893732,0.08956125,8240.308,8763.945,111.36471,5083.7793,4560.714
985477.6,10596.513,3733.7898,3104.6458,14.217621,65102.914,9830.08,11.795017,0.12301906,0.024557423,0.11460113,6701.7876,7210.311,149.25716,5975.819,8549.371
117868.16,8569.112,2917.0986,3576.7378,12.891388,57120.848,3204.3438,15.680622,0.044805862,0.022496793,0.087552816,6547.575,7722.861,119.879745,7716.246,12016.0
59888.04,3324.905,2754.2317,2972.9207,20.383114,57897.414,7549.347,14.065965,0.10184761,0.0069732675,0.09045419,6676.908,7497.459,117.266975,5616.7573,11600.603
59022.863,9937.271,2644.585,3915.8557,9.640714,52130.98,1081.0916,11.357937,0.0762974,0.027039794,0.11209841,7864.0127,7278.596,80.22041,5407.26,11791.387
52310.637,4823.1357,2440.4092,3602.1685,14.356306,59423.855,3829.2617,13.93223,0.046043817,0.011954066,0.09682625,6060.6396,7556.539,64.16072,6062.164,9585.389
31552.47,5783.1084,3051.4075,3688.1436,15.126851,60145.168,7941.565,18.791708,0.054083813,0.012720732,0.0837293,5243.9307,7463.722,167.51978,4872.5127,11159.968
52963.95,3126.271,3121.319,2724.248,15.615409,59682.484,2213.6228,14.058032,0.05495723,0.005147158,0.101612136,4941.6987,8290.014,80.97748,5036.8896,7005.354
54806.254,14203.33,3605.1167,3542.829,19.929878,60065.77,4320.2026,16.710262,0.07707155,0.10730873,0.079676054,6019.6963,7663.6,234.38786,6010.3657,9904.103
47924.402,2472.708,4255.3745,2722.8953,12.963857,60245.523,1249.1434,16.079777,0.098962836,0.004676204,0.08126064,5877.935,6465.419,194.13725,5146.872,8367.137
117641.26,7888.2637,3624.5918,3316.3542,23.416172,61046.68,12702.456,11.941589,0.10089568,0.019433249,0.10128607,3132.809,10065.018,60.187378,5287.239,9729.8545
16802.518,8021.473,3236.7124,3763.7593,17.151814,67260.25,5219.6367,18.695644,0.049888343,0.014958205,0.076611094,6645.879,8219.525,168.57072,5053.4575,5742.3516
50491.03,49440.836,3141.7917,3450.6956,26.230556,45035.18,778.22906,16.853767,0.07721977,0.02769827,0.08196394,5865.6846,11033.556,242.19011,6322.109,10688.235
44259.51,5598.9985,2292.7437,2865.7666,23.30413,57301.203,223.64708,14.260889,0.06495875,0.018149206,0.10280759,5629.5864,7093.527,166.04317,7794.254,7930.7173
73034.1,2574.4736,2773.7573,4714.331,10.4979515,74586.58,19998.57,14.904072,0.0541732,0.015056472,0.097096555,6348.616,8207.906,68.68163,4912.94,8648.591
39911.3,11204.904,3061.417,2927.1763,12.940807,54315.656,1401.3314,10.98145,0.13216147,0.0026969493,0.101303555,5383.384,8833.732,164.97263,5356.478,8330.664
136486.84,5311.8853,2270.9512,3295.3884,14.630042,55790.332,659.4938,12.869809,0.084759355,0.00671911,0.11342681,7250.225,6422.1055,174.39282,6871.4014,10946.586
53345.445,11423.605,3594.9016,3567.0667,13.364251,69113.13,8777.937,12.910776,0.07708794,0.0063351467,0.104478925,6929.979,8124.7656,178.50546,6615.5366,6517.027
87400.62,12082.2705,2874.3396,2621.3765,20.656178,69483.86,22616.61,12.860431,0.07344521,0.016716644,0.11070798,4655.455,11872.167,196.86826,7268.9907,9854.81
75899.414,7319.3574,2730.3528,3235.9917,26.82125,44576.625,1532.1525,15.070309,0.09015226,0.019331649,0.106347695,5635.9287,9031.631,89.1933,4861.6694,13326.208
92359.766,3578.2856,3674.9692,3479.6604,21.570549,61387.484,3537.0178,23.025251,0.041164923,0.06874014,0.061556242,4844.2856,7360.02,121.9658,6213.168,9322.296
48649.56,13803.953,3440.4392,3749.627,14.408281,56113.14,5913.105,13.3861265,0.10921249,0.034287103,0.09665369,6826.6016,8609.567,105.80521,5320.9062,10747.828
17225.176,5827.3657,2704.978,3104.2266,26.255955,51893.523,572.4192,9.1989765,0.15931554,0.02003331,0.1509149,4485.4805,8246.16,173.84795,6217.649,9902.814
13251.97,5531.3433,3370.9592,2689.9563,19.442135,51920.496,6369.5786,17.68059,0.066333964,0.009729284,0.07311351,5283.2983,9250.756,107.8125,4805.531,12404.706
90461.85,27945.074,3903.173,3568.0742,12.126874,75568.64,29294.836,14.651101,0.095199786,0.09036158,0.1037061,7126.8413,8261.908,208.94612,6652.33,14042.015
61118.695,11228.089,2732.8374,3680.7363,21.92459,63895.168,18444.2,13.770135,0.058387984,0.017211305,0.09225116,6814.0215,9468.85,101.378334,4152.351,11793.998
392626.53,13786.416,3216.3625,3448.7532,12.245014,47029.85,64.13612,13.216298,0.023051176,0.016377533,0.11676006,8235.14,8883.424,83.57772,4153.4336,11853.924
31298.44,6229.211,3700.9158,3358.337,8.931278,53373.12,10620.9795,13.2802925,0.049332287,0.007709677,0.1039802,5730.5537,9094.012,119.5044,5032.9326,14472.357
54320.86,8404.679,3605.3838,2954.9944,23.05212,60457.613,3865.464,15.903969,0.13318402,0.01555996,0.09478733,6626.51,7611.8228,142.87973,7095.4663,10276.024
24347.777,7253.0786,2674.8584,3758.8235,14.486826,63465.258,17088.496,16.524784,0.038225465,0.080877796,0.09010056,6392.6514,10045.594,84.56838,4612.3804,11621.321
