bottleneck_strength_domestic,bottleneck_strength_wild,bottleneck_time_domestic,bottleneck_time_wild,captive_time,div_time,mig_length_post_split,mig_length_wild,mig_rate_captive,mig_rate_post_split,mig_rate_wild,pop_size_wild_1,pop_size_wild_2,pop_size_captive,pop_size_domestic_1,pop_size_domestic_2
7181.601,36735.8,4635.384,6943.385,25.903572,50934.168,6126.9575,10.068916,0.19632947,0.014650283,0.17405802,4242.646,25133.326,43.85387,11180.383,14120.872
3289.6604,6238.41,3793.83,2157.5532,142.2188,79361.48,3112.7087,15.804011,0.14096913,0.07190719,0.100750245,6693.468,8168.6367,110.54223,10489.485,15887.137
8847.108,3914.4536,3180.435,4312.1606,35.17565,94280.52,16896.58,18.569311,0.13904856,0.0028475418,0.09014719,9985.706,6984.9434,92.52713,16398.41,17197.893
13052.486,2171.5586,3362.4148,2355.4502,20.97471,83680.78,8329.064,12.056156,0.16718754,0.0056130607,0.14588405,7760.7925,7379.666,58.01666,13904.39,17052.781
8107.543,71438.414,4037.3274,4485.106,16.332348,54830.93,5846.797,15.851601,0.12743989,0.03844364,0.09352753,7268.311,18964.51,191.4709,13659.221,16244.9375
14178.067,989.98584,2895.7778,5232.2373,14.681818,95065.57,19594.191,9.568352,0.20426041,0.048651557,0.17458494,7558.191,7454.3354,37.558273,13367.957,18660.992
7194.206,1620.9066,4884.7812,5595.3193,22.983627,77563.18,1008.79364,18.865568,0.104314946,0.0133078825,0.09466913,6117.497,6650.3545,148.30574,11765.832,15791.114
4427.018,11766.519,3032.4487,3658.1545,16.751652,81091.2,7123.831,8.098331,0.1857904,0.020415533,0.1862583,7476.686,8110.6206,203.98842,16779.693,16325.999
7774.8335,26010.238,5005.832,4796.8687,9.258798,88655.63,16137.49,12.47457,0.10943691,0.048927218,0.1373926,16975.719,9214.976,73.13092,13078.112,16521.191
11409.641,3242.6042,3616.1843,3195.247,9.762397,87277.74,12707.795,16.752592,0.069101684,0.01133525,0.10893873,2893.5886,10590.156,344.56946,18672.691,16379.405
4621.9126,8234.713,5378.712,4430.6646,20.282497,76224.83,6484.7397,19.227358,0.08416017,0.06799023,0.094257675,5675.356,8612.161,102.11722,9596.936,17581.14
26937.557,1233.0034,3976.893,3042.306,47.61293,75910.24,13747.971,25.527308,0.11590598,0.037848353,0.06890141,2252.5398,10966.936,288.17395,19802.809,19911.383
15824.365,12273.057,4023.9302,5334.909,28.543665,78797.02,12999.736,17.07454,0.10475606,0.06699772,0.10427088,6572.1367,11307.4795,144.50806,15863.07,18072.334
20456.95,9778.83,4882.122,3464.9714,19.029598,55726.207,1628.4594,24.234299,0.04977441,0.021663446,0.06625994,3797.733,12905.298,203.06705,11875.79,19720.041
15787.384,8559.018,4233.422,3712.8103,33.318214,71078.734,12895.474,11.407786,0.19668674,0.033335604,0.14097776,10061.097,11049.375,113.69433,14314.953,21507.762
7723.571,13883.144,3413.7202,4619.025,16.636484,77810.51,14611.886,13.804002,0.17312011,0.026769409,0.110041745,6997.539,11713.228,38.29517,10327.202,17753.719
5468.0273,17610.664,2588.5815,4388.0444,10.265506,71113.67,2613.346,12.801826,0.099512905,0.072853886,0.11453827,3838.6206,13321.48,299.8415,26494.473,13498.925
4594.8,5248.811,2298.649,3322.1233,17.177046,80547.65,5432.259,11.816333,0.18542315,0.03636141,0.14376092,9691.472,8185.7085,98.64241,14443.739,15978.26
7092.111,8194.583,3421.1636,4232.9717,13.232893,85856.71,8477.034,15.409536,0.1009471,0.007302057,0.11600398,11063.358,7847.5825,93.14399,12811.107,16814.111
15462.464,4038.2107,5430.264,3482.738,41.30226,75091.36,3463.553,14.832969,0.11440319,0.03710467,0.11067289,9504.785,6869.46,159.88048,14689.899,19798.238
47531.2,4988.366,4892.0005,3482.8906,48.298218,57193.383,3310.961,13.0383,0.13175656,0.020071201,0.13015792,6259.6196,9690.619,93.522705,14671.055,23961.652
13722.066,4733.462,5082.189,3092.973,12.795721,70902.484,1118.8881,15.139159,0.11178165,0.059640855,0.10832664,6341.8545,8214.215,191.12643,11947.608,18276.666
4926.087,5793.9937,4062.9868,4749.51,26.04757,76793.91,1591.2178,15.313713,0.13061008,0.00868728,0.11590149,10915.359,6902.91,148.66103,10630.943,17144.521
10423.264,7094.668,7516.563,2658.1035,29.535395,81745.45,20068.8,13.561441,0.14985996,0.09585438,0.1258148,2745.036,11684.144,154.18764,11902.36,17557.648
5240.0117,4353.068,2671.4675,3154.3772,8.720518,69645.53,3268.0618,12.670143,0.12367795,0.008941378,0.13618413,2360.6577,12122.134,273.79565,14344.334,15367.2705
20672.121,7659.466,4665.8975,3623.6584,14.230725,86222.555,15806.165,18.875652,0.08874048,0.013621009,0.08929769,4376.012,8156.616,341.63272,20115.1,20091.562
16446.877,13006.732,4646.918,3640.6975,12.054019,61512.324,5015.238,17.32453,0.14833894,0.041939255,0.09470723,7146.899,11128.401,108.36656,12542.143,21076.025
7079.7114,4055.0105,2167.1204,3690.7178,19.253553,68594.83,5110.5786,14.269053,0.12393625,0.10952014,0.11575861,4829.5605,11389.148,90.47304,12765.438,16732.188
3048.5256,3701.9128,2943.1858,3937.124,34.35332,100103.055,23482.418,14.372525,0.101712346,0.17267567,0.12606125,4103.1934,9272.587,127.92008,17425.504,15303.265
3578.9397,16093.951,3648.857,3829.3003,62.383038,76045.305,3889.6306,17.894655,0.12667342,0.2378783,0.09024725,16705.027,11010.991,95.5953,14069.059,15048.169
14996.547,5083.014,5094.957,2258.74,18.970373,107607.26,27873.762,14.973508,0.108413875,0.105282865,0.120093584,6173.002,7095.212,125.377335,14958.103,17407.516
8687.755,6689.5293,3101.314,3621.426,24.369751,73698.5,5879.9707,22.705484,0.092954166,0.00446984,0.079705805,11576.799,10129.838,98.88373,11298.792,17294.105
9552.114,2728.3018,3943.9617,2606.8462,12.0934925,81510.74,8827.929,17.427052,0.08564961,0.21563913,0.099565275,3450.3452,8271.208,321.16644,15131.82,16981.656
24838.764,8720.698,4856.6216,5115.5977,10.947021,53624.945,11273.701,20.857838,0.038238548,0.017830389,0.08016256,3041.8953,19525.037,285.13654,14308.743,18000.025
6042.4097,12596.238,4822.2373,2065.8865,38.55625,69272.34,3321.5264,18.20156,0.10273987,0.17248915,0.091700494,12660.03,10955.098,215.84312,11547.656,16184.824
2710.6882,5149.265,2111.5925,4075.4275,23.798166,86181.34,7254.014,11.623706,0.17635354,0.041042067,0.14358188,12032.673,6959.497,54.311073,11179.073,15165.805
36872.69,13669.3955,3652.0454,4467.659,16.87801,64893.004,16637.24,19.046926,0.094080895,0.036531463,0.080361016,9671.546,11831.928,86.34606,14314.041,25408.545
10321.005,10328.545,4103.978,2673.9478,14.034694,67659.836,9831.01,16.502645,0.13840264,0.008558892,0.08798173,5967.365,13614.408,64.49073,9705.394,17461.873
18874.168,7187.5654,6388.9966,3095.1284,39.836277,72389.36,9039.39,18.48887,0.10917561,0.029277872,0.09643956,4105.245,9784.985,197.77896,12947.493,20259.629
17710.219,32331.848,4628.407,2196.3855,19.58664,68648.664,6771.1953,12.863514,0.15825239,0.011432653,0.12205534,6755.674,15079.171,195.67929,12222.299,16175.836
11496.844,15513.91,4532.1084,3346.7231,13.31667,80021.93,9400.578,15.639922,0.09941022,0.09578443,0.102210395,4836.2114,10076.982,189.65756,14170.042,17327.66
6307.3384,7406.257,3740.3142,4440.7993,20.52127,80301.586,1336.0021,10.204458,0.21308765,0.012067198,0.16913323,4999.528,7827.0938,350.74472,14329.591,15965.816
6681.668,9103.736,3155.289,2366.5354,22.976725,69794.99,6010.469,15.301133,0.16476786,0.023027508,0.11629028,2022.1483,15110.025,509.54022,18728.898,13840.474
18530.236,4684.329,5414.2295,2959.9648,33.62157,71713.83,1090.9171,28.215832,0.08197595,0.05041088,0.06900851,2512.7405,7866.24,552.5819,17806.836,18717.434
1559.4568,9125.727,6068.456,3551.8403,23.934479,74513.766,3303.054,12.4232025,0.20955104,0.07255056,0.13324071,6093.7334,10232.6875,85.1535,10464.0625,15428.874
1935.8015,5338.702,2180.7307,3607.1406,27.11851,75419.26,1761.4631,11.365743,0.1334972,0.09926752,0.13656838,2945.152,9998.465,66.602066,14092.896,14605.483
2908.6177,5924.8022,3033.094,3196.457,16.300447,65080.367,1173.9811,19.521664,0.07858927,0.09847076,0.09639697,2336.2656,14046.58,395.4839,11643.225,14321.671
4214.2095,11674.818,4207.127,2376.6565,12.388075,89540.33,12161.287,19.64158,0.0823892,0.5217587,0.0892597,7343.7544,8457.758,185.34508,10335.882,15493.274
8951.879,5201.047,3889.6072,4312.7266,11.610125,78960.41,201.12744,8.638036,0.17718339,0.023574695,0.20710754,14709.488,5641.761,86.019005,16391.377,15497.672
9559.814,3346.042,4478.375,3804.997,31.96421,76569.27,1248.6003,15.798165,0.12055459,0.022109667,0.12115934,16132.413,6317.5806,75.961555,9285.535,17512.486
9013.742,7276.161,4581.9517,2581.1821,26.253094,69693.664,8031.3247,14.589427,0.10916526,0.018997358,0.10358335,5677.824,11912.1045,118.8986,9748.289,17604.014
39706.223,1527.4646,4909.4883,3240.5217,23.206984,46153.188,2131.6316,12.907215,0.10041274,0.27375212,0.1390007,10559.6045,8369.651,77.86423,9995.907,29337.537
6965.7607,3130.892,4621.5327,3273.5703,18.53088,66234.34,1561.4465,21.133694,0.06355914,0.0077292942,0.08341251,2900.012,12082.821,322.57764,12069.459,15911.051
13738.33,5137.2163,5116.0317,3960.6138,14.5105715,68125.81,1890.1101,14.250224,0.101587854,0.19646358,0.12057831,4582.428,9224.935,176.19115,10510.477,18721.957
14468.278,27020.79,4422.0264,3122.511,15.939092,65195.562,1424.2169,22.574331,0.035697766,0.07179646,0.08990912,4480.9453,12373.599,409.23285,12620.566,16334.562
2747.0059,1727.2078,4893.586,4980.3784,14.3675165,81307.98,644.3443,13.788924,0.21132252,0.019214833,0.11892671,5438.92,5493.933,127.69172,9733.724,16094.649
5823.7393,21838.73,4599.4683,2371.7703,10.304275,73075.6,4456.048,14.581283,0.105576165,0.045534924,0.1101012,3561.19,11042.801,187.90614,14793.146,15817.237
4453.5312,5462.49,3141.319,4269.0327,13.733807,81436.82,4922.4243,18.322165,0.052876126,0.058462426,0.08693446,4233.252,8011.885,266.3294,13908.523,16186.778
28915.465,3936.3552,3545.438,2123.6003,34.372417,66573.516,5777.1743,19.029915,0.11117326,0.03639397,0.08867186,11690.802,9187.123,199.55986,14959.706,21698.316
11429.635,8251.803,4287.7627,2217.2942,21.087507,131250.73,54794.227,26.199757,0.067766845,0.06518344,0.06783791,3125.7048,9905.712,409.19055,14694.785,14476.74
52315.12,11658.826,5847.983,2850.5063,28.407133,67254.24,11949.991,14.846482,0.116906136,0.028828282,0.11845001,10312.027,10861.692,169.49171,12125.433,23191.217
15625.343,4321.169,5570.618,2997.2966,18.201344,68775.875,4823.113,20.330282,0.15499838,0.16960493,0.08658324,4991.5205,10745.628,118.679886,9758.087,18730.576
9704.833,6350.575,4412.1094,2508.3118,24.46199,62222.426,8594.803,17.092705,0.14588057,0.04543765,0.09055035,2256.0073,16941.354,350.92862,13442.193,15283.384
11957.889,19721.746,5007.871,3842.9646,19.54903,82492.51,15771.169,16.241488,0.10180122,0.0677256,0.10529765,7143.0234,12074.48,198.31197,15875.454,16757.174
6915.354,9530.0625,2517.9473,3137.3528,23.402252,63509.664,4108.981,16.043684,0.13898054,0.018426552,0.11000159,4450.647,13375.404,60.076454,13759.119,17094.438
7098.9155,23791.367,3152.8083,3933.8555,24.399918,125709.71,55710.797,16.524218,0.13904026,0.021605847,0.12131163,5174.327,11723.64,101.99006,23227.139,14087.359
9716.12,16827.014,3615.3616,2477.131,18.86608,78676.68,3770.4912,10.000928,0.17268707,0.06829727,0.16968147,5372.2505,7872.038,88.46956,14482.441,16262.702
6037.9175,20027.621,3697.4912,2496.3823,24.170097,63184.617,9186.835,16.215523,0.13788222,0.048451815,0.091502935,1161.9434,20808.627,142.15152,16694.521,13228.198
6477.4873,2433.0876,4647.7163,3417.3625,19.459269,84719.78,4332.7715,20.705894,0.08367313,0.028188251,0.087077744,4228.3364,5487.7256,342.08746,11371.552,18078.057
23048.416,2197.2996,4476.084,4679.3574,52.673237,85057.305,17143.238,21.521841,0.12545797,0.047958117,0.08634309,4536.582,9580.105,188.69417,14402.853,20319.947
4530.1436,11581.481,2746.3699,2726.891,22.929676,96513.72,21896.984,18.914633,0.08049038,0.009872591,0.10109538,5097.436,9910.338,108.25718,12074.849,14788.883
14286.143,31454.875,4182.848,1945.1232,24.896828,61841.91,4654.9224,19.180285,0.08883514,0.039435465,0.09584952,5418.2593,13088.766,204.62065,14768.485,19135.715
9902.677,27877.984,6020.9805,2152.145,13.7361,50283.57,1711.2744,16.310165,0.078462124,0.03632282,0.10403543,2179.357,17353.734,174.99475,12196.511,17541.94
8797.221,13110.913,3513.7874,2944.1504,45.299694,78233.805,5755.8574,17.045406,0.09812363,0.039611135,0.103399314,15128.409,8028.3057,210.87321,18074.299,16416.998
9937.298,16063.84,3928.2488,3546.3308,17.842716,75038.99,5267.433,12.194738,0.1844035,0.044355355,0.13780575,6901.3535,10208.53,276.34747,12768.84,15452.177
25776.076,6164.5557,2986.1082,4616.4556,13.842452,65226.242,927.71155,17.492764,0.1184439,0.20488064,0.09643823,7304.935,9517.341,282.84668,32118.367,19596.432
12473.307,8399.264,4984.7964,1916.4144,15.187145,90434.336,19591.479,16.008533,0.11741112,0.09556641,0.10930324,3574.1987,9427.812,217.3966,12351.588,17217.754
7402.005,10439.46,4738.0884,3086.2583,14.378324,82284.12,14748.657,19.341751,0.10320189,0.12854503,0.09001576,8271.69,12632.31,117.56045,10930.832,15683.514
35259.945,6283.865,3497.7778,3705.018,26.835756,63630.023,9098.5205,23.037914,0.09520449,0.04272129,0.07916642,7872.073,11805.4795,120.35434,11929.364,21211.297
36110.598,2618.2324,3695.876,5983.56,12.509212,80450.59,10021.739,19.673658,0.14468265,0.059597854,0.07942847,5611.3423,7544.1826,600.48474,22266.32,20928.375
5401.246,20597.225,3026.8308,2699.9258,16.036325,89448.45,21191.72,19.875284,0.116956726,0.08387715,0.090064146,6754.2383,12529.092,227.53423,13880.762,14502.365
