captive_time,div_time,div_time_dom,div_time_scot,mig_rate_captive,mig_rate_scot,mig_length_scot,pop_size_captive,pop_size_domestic_1,pop_size_lyb_1,pop_size_lyb_2,pop_size_scot_1,pop_size_eu_1,pop_size_eu_2
10.584058730018372,139965.56772688008,1877.0883741977477,3396.1786452678202,0.007932224739712623,0.024306764331639658,44.03026878829759,163.56562054011155,330237.97148289107,22011.036503974985,18558.322797925674,9773.501736649767,10721.553056318231,268852.2757679955
6.9771094221763414,148479.99590552432,3241.195579605697,2481.1463715595123,0.040004541427216565,0.07593048840057495,21.528522814195348,156.4557063761778,392433.7876983206,37920.784265564,65016.977726544304,2745.9293508379583,169559.26283555513,40456.23223963604
18.177025301714462,15131.029748611676,4312.383081215721,3509.9725755030863,0.07203794247817168,0.019677344376264744,49.0720021161579,75.32783548993237,243366.42660909062,2678.9011475605184,1064901.6121070827,13553.53215891341,95676.45645499066,62116.27819144217
22.448220422909266,27078.01232780908,2459.9503010729695,2869.447335238878,0.02516480446933477,0.10427706674237412,17.55527693760902,57.145529989712706,79778.89304582206,3479.863643574016,1600459.6989598286,6036.0154661158385,805.6530946458478,92910.35926543894
14.016611691820966,26305.99255496193,8151.540723972532,3749.754616025586,0.05058603006507715,0.030975012405455797,10.076739264120178,130.4126005359908,101635.932416131,5437.972835313134,398445.82747333875,2578.7543846417325,1537.1390486787684,49381.24790265395
14.02128000721492,42220.884240020096,4747.442237085082,2776.1854556004287,0.12667195711411172,0.039420027407931414,38.370490732351605,81.55932254680145,594676.1918801964,39277.02091811439,130083.88243845265,6964.28003458749,141628.69334184309,96634.37385036475
32.91282995021766,123376.09312252126,10907.113751988949,1953.5270327860321,0.0806733238743128,0.020718709780557877,16.206732799775697,289.8176375217792,37232.41878132454,11684.877043850896,19044.808673246407,1649.2007436132067,6830.459353776342,61547.72106598845
73.57989552286746,52035.337493967956,5282.0747265506525,3829.5132210278975,0.09564831389511655,0.278425972125854,25.916978483674562,50.91506276724144,54774.7626310482,13261.787870556835,394600.10973079357,1379.7972576885227,16271.084400270012,36598.688380308166
44.01454531805008,123922.78759165003,3054.8174943930744,3563.804523480919,0.059303893822087755,0.043310133349046445,51.881474185470665,84.09251622911033,384159.4034696833,12762.189739508774,27095.55249857823,5588.654464718383,2132.7347742273128,10100.464252176915
3.6767878418845896,123574.7757627794,6292.504056312324,3036.7688659275723,0.058815832357064224,0.09933114522451082,16.903275987624003,86.6238204779874,609519.0468853146,7713.63430614434,44999.08383603949,9719.487034003014,71884.58652864015,198628.515126742
33.9972827759325,93018.47825704615,6033.4080400238745,3558.748835157851,0.01555007800448264,0.025587228606794563,7.200229934583993,82.92272576948389,87863.11557767369,40670.87342465701,166147.40268041284,2986.890035444094,31303.162641983705,261705.34326513018
18.543605930512435,75962.48514267884,2862.5153670703844,3464.7214300386286,0.17769640411566975,0.04770476377920434,11.96018339732551,242.03589515622852,383111.7811938964,35926.71300004726,151747.87468640387,1355.4996625524905,14145.229579505902,15147.900522393531
17.73284337564664,42561.02000677485,1865.5384599110696,3182.5895171023244,0.06451569944041086,0.14089628594935433,23.205226823099704,119.28903403474878,101742.87605218873,42324.862187713414,302807.5554571649,4046.317155348109,71403.26443720177,81989.29476091784
25.974979358093634,49842.962789514066,1593.0762379276775,2985.8074936349576,0.2803213264264105,0.1634293111315731,8.665588577775901,43.80820667760365,218478.7088383113,73169.89250037774,123998.40295304413,1321.060151610161,104935.58963222755,219936.36177189392
