bottleneck_strength_domestic,bottleneck_strength_wild,bottleneck_time_domestic,bottleneck_time_wild,captive_time,div_time,mig_length_post_split,mig_length_wild,mig_rate_captive,mig_rate_post_split,mig_rate_wild,pop_size_wild_1,pop_size_wild_2,pop_size_captive,pop_size_domestic_1,pop_size_domestic_2,mutation_rate,recombination_rate
1679.5647,4144.89,3100.6245,3508.2754,38.80656,55015.87,8193.529,29.367508,0.057923563,0.039376654,0.06271913,5038.5576,9055.01,103.65846,6144.0884,8462.292,3.2796198e-08,1.0358818e-08
3202.6797,32605.19,3022.3599,3756.4976,16.222263,50220.816,45041.49,39.789474,0.07118798,0.04259207,0.09269398,8677.753,12030.6455,138.78162,9271.656,9928.227,4.2049898e-08,1.440867e-08
286.37012,15464.206,4036.748,3122.4194,12.931703,66274.95,46296.89,20.957169,0.07676816,0.0073482073,0.05761812,9510.489,13886.187,137.08931,5819.5327,9897.564,2.0165999e-08,1.18863195e-08
5601.3843,875.9785,2828.752,3066.1294,8.533077,70808.16,8770.464,10.537382,0.07007621,0.0076783136,0.10819008,9574.425,6454.0083,122.62171,4305.0806,11615.125,2.6366541e-08,9.945674e-09
1564.5018,6660.3994,3332.6345,2944.767,14.551658,59008.195,18257.863,13.799749,0.10170587,0.018273646,0.068513975,4758.2476,6229.392,97.032234,6452.986,14824.057,2.3504127e-08,1.246832e-08
5575.638,1787.1082,3732.9302,3190.0828,16.74796,53817.715,7137.4355,8.69016,0.17024402,0.0048865792,0.106848225,7107.6797,9264.013,80.74935,6022.5024,13264.715,2.5070126e-08,2.2571578e-08
388.7971,1640.924,3093.8,2915.514,14.577276,58040.52,8140.489,12.148505,0.14489233,0.013148824,0.09975772,7116.06,7920.6533,192.74269,9467.506,10371.928,3.2673945e-08,1.1448591e-08
6159.7764,10326.252,3904.4348,3325.5347,10.904856,44932.844,9550.121,26.823027,0.09999126,0.013642891,0.073184095,6348.185,8089.0137,78.83962,6111.6987,9542.215,4.6190596e-08,1.0814517e-08
3181.3467,8537.455,3383.054,3978.6404,16.976793,52105.812,6391.826,14.168679,0.065004095,0.009117261,0.107514806,4903.822,10628.631,94.68531,7033.546,8527.964,3.5568398e-08,7.3622006e-09
1835.0935,71848.74,2987.0205,3137.1282,16.734886,63972.99,21037.236,9.668504,0.095593594,0.005273423,0.15116054,8668.5205,6313.0254,346.49335,10984.86,10758.132,2.7432456e-08,1.4385654e-08
