bottleneck_strength_domestic,bottleneck_strength_wild,bottleneck_time_domestic,bottleneck_time_wild,captive_time,div_time,mig_length_post_split,mig_length_wild,mig_rate_captive,mig_rate_post_split,mig_rate_wild,pop_size_wild_1,pop_size_wild_2,pop_size_captive,pop_size_domestic_1,pop_size_domestic_2
6446.462526447195,26275.466451498076,3099.0321601291093,5111.920452763578,47.511989112816124,61203.34011280784,435.1320838102479,8.851681486078617,0.05979686943640074,0.12393865121803473,0.06857560361914099,12065.393797354449,13052.581595109416,151.24615956095718,9174.82975101301,19865.764865291647
40691.15016074333,13864.402684156408,2928.287052073097,3685.367741370759,53.82647810904042,58543.51001925806,10040.527016107306,9.201989621548702,0.052845917215766064,0.038072090216434575,0.06852822599300758,3167.5815982898093,4385.411428480339,105.22583346813799,20438.03710155899,14302.359003638025
7754.813910627514,7977.466305611652,4215.032655074076,4287.2179344514725,10.396638697066953,113047.11367708493,13801.381548901885,18.84199086707761,0.1993892120472524,0.03534337553592604,0.0840531715321398,8812.30836512108,10767.981678429609,70.11671454925252,6032.941090393067,15749.793568642037
42470.740502791225,5500.166513990809,3292.2292463006647,2320.2094767967706,22.40859151395169,77893.56629234322,5407.6784131498525,12.98168763551659,0.07388388212911856,0.0076791857611362155,0.12880214226128792,3906.2553414459785,12165.685358949639,50.446950969626,6006.456060423705,7119.598399715459
15639.493404618637,7857.174593625666,3196.760041600315,3922.1997688328747,31.46490936863875,65990.76459058572,5252.40575437607,20.63433418625079,0.07577089290639716,0.06673962547154592,0.060585925322610576,10110.738847989172,5986.676416693727,30.704502233577713,17686.62849622047,14824.796114308616
14340.493983637809,11671.64601009985,2477.632310860371,6347.075436307076,19.066308295623635,88849.55464911593,4912.254352922218,21.317422974614463,0.152777355114344,0.04345655823188317,0.14632965938322326,5358.251663034652,8903.707826474774,66.53791202784198,8382.93940112405,23167.76776665962
6588.289829790923,8249.755621912613,3538.3092284071186,4045.2403165856813,20.040773244733092,37372.0285248767,402.55055234335805,9.330485209177171,0.1753104683986085,0.02051832653407058,0.0582692272771268,10696.133076412143,6236.853519869972,131.5074856996301,27485.69263842167,10186.780246316588
91022.2616059565,28552.89172745294,5520.023517321601,3637.710982135842,21.722733307351916,56217.3675576711,2846.147242871769,9.364321612712319,0.17707656065998084,0.049786797574601666,0.04351941357099059,10377.167141878503,5340.160412075113,121.23765497755153,11026.905901399883,18343.48339346097
100774.61071785707,19617.394619729992,6295.358038507425,3535.2266153994397,9.022769823004094,29584.2629746876,6495.848692907944,11.593944640266438,0.05278333403757711,0.04079835063414823,0.06735555169578371,6020.029388521799,6686.162695348523,273.97550303085154,8214.905480583338,9614.782087682668
18097.15820253751,2659.785303951224,5129.5493629652765,5227.234635906628,18.12680563209042,44753.453384484164,11828.323493555119,15.801820591257801,0.0985523997383124,0.041799555410147786,0.11395557447641352,2314.252670279967,13305.698754949815,55.452821518652236,10495.887811429218,18967.326397338176
24347.821727761977,1659.7758629109246,4051.167057052463,5503.702907694475,17.268275976062842,45495.495942256945,9743.758867712375,11.854428467494193,0.10113415415400556,0.2968288555645222,0.11423206377050896,6822.357786347481,6745.381500807091,59.13645575900336,18686.11555900287,7131.811900885948
14186.409853527202,10826.934685994365,3446.79899756113,4535.364231085352,9.777430004676859,64057.50594991192,14695.121261899052,24.777282218254374,0.06753875386140883,0.015873435371313,0.03727916683399907,4718.44854798732,6164.342037755642,124.38127212236715,8742.454815758474,22407.833009662143
49563.40580431144,12738.560250203256,2701.734902493114,4396.312012360384,11.41008658318745,55612.22324301862,35881.29110848363,21.60229761981143,0.16578900828429818,0.1958090320421592,0.09125009715931512,3799.157233226401,12090.676878367936,53.210621846688646,2720.630516823133,8930.165852750717
74709.71614100202,13531.592328597664,2550.3664029461115,4190.498349307766,14.013659022736277,52540.22751657628,4500.457521474807,16.283030984725755,0.046253052790987736,0.2635816117547274,0.09044227890415474,3352.826277423889,9469.777362429142,105.74919275630805,12794.046765604657,21117.092640492796
11034.459302724312,3078.920678102688,2360.6888779588967,2807.0302052914367,12.415354759084892,77980.56109078375,44209.91701165018,10.186226801495648,0.15894589512418203,0.05841166675219656,0.09031708179564497,5278.664349089192,13645.163836976648,93.11350604712285,5651.880538215065,11430.964520656238
16987.99637627648,7211.700560701899,4947.443495686369,2708.738978461791,15.751493959639935,60378.96791441021,2390.530605372902,14.084108996385158,0.12451196874603469,0.008104911897443083,0.0437943809501165,11909.476471727552,10696.66703349467,200.6984574095848,6422.454943328333,6832.352367962888
7877.087457280783,10015.038067013928,4316.806674337555,3064.9678543122336,16.778106147689595,71056.00822142161,5433.43735135969,34.8174629085856,0.10203220136223627,0.01191349357815355,0.043678908682201756,2775.0204801647646,12079.17263529043,84.23382719213846,11287.785700821694,9582.831838838407
68012.84699529505,14068.125316096031,2855.4491649150264,3255.7461293725733,16.007401088334845,50671.70817105067,4293.440480564118,10.246838577356863,0.11606108304294024,0.007733951286669178,0.07675750923374298,2536.3076443563687,11027.565651676427,81.15217163440518,6483.640488797027,15857.33752033891
14025.752888384925,18038.139518221225,6642.08248427596,4482.456595657898,10.973994982547284,72751.76199549616,6561.465568791578,30.104741539293972,0.09918503437750137,0.039024191664379045,0.11233833332396541,1785.0342043724172,7270.951984466966,63.38311627216919,13546.21108991101,7247.016205867604
35160.99890223985,19178.426740401694,1969.169438819631,3298.7205627898957,14.616039946027929,87109.43939082249,43054.47814575029,9.383321012863647,0.09789752307876112,0.017202192718166656,0.10165715311958647,6865.085735619092,7395.694501592147,157.47270602064097,3949.6171972008588,25104.2592325975
3730.0199427026664,5924.592580449679,2589.929212005445,3571.4486096362493,20.176559232224182,128131.22956527802,4402.973673531411,29.06624261656907,0.08957449202987987,0.08910067643659109,0.08053251533967379,10685.270803360054,7573.946055472228,89.69876825988078,6396.1649340885615,11457.260465854677
8088.127881019992,15235.60199195189,3136.2526496274327,2338.2403198915936,11.247690516846863,90717.18272836972,9582.122120303904,20.806886840438395,0.13690015215048743,0.0754570484592098,0.1650815716803345,3187.4719608656264,12743.84206011732,57.95485211049275,4835.963421926428,8921.102094546099
29294.143117527277,3009.910833746631,2766.0927241260138,3082.8591586807397,29.636704541412257,45892.38220927829,44852.24953893051,14.346648900843082,0.13784897485978428,0.0773679513645281,0.07954724148001278,14716.388530939437,5458.045855591214,293.246221519766,8857.732322385164,19122.769902226137
18877.053529314715,78291.42513469356,4042.1117594544767,3126.8300069466577,17.540199581142588,41323.600110431544,12285.220055393065,25.728480554514423,0.1070749587574906,0.06849080703829401,0.06467082520965838,4070.396191608657,8133.209888737076,140.1850237258914,17786.905539642114,23264.159533010723
161541.578640408,3615.5384417310097,3094.834188609474,2938.044696033705,16.693013590850356,48062.218551091275,3492.1640155244045,8.752229939269139,0.10427592252083771,0.03157320961359357,0.12100616311897675,10609.822012796461,7167.628636724559,171.05291384506134,9021.288280920482,12127.407463100571
27008.288926303358,13682.608928501231,2840.3087432537777,2378.165182903422,29.725583961856124,67697.41706780213,12801.599527927503,21.281526762881903,0.11727694042200822,0.014869086135139199,0.0835335710510186,9022.000366979082,7958.398441326604,125.1205131416048,9902.321966940375,16809.499109940443
10507.164214357193,8155.2239081331,4716.311852081057,2693.997662160051,12.678851398851819,83568.85898285398,15451.032331593602,16.611585165668316,0.11581879311062536,0.013393656459242658,0.04593162982356187,5553.792212860258,8071.667280469374,272.2521047254173,6973.816578667284,7076.054659433785
8017.297788074391,9748.673389276297,4080.468718467418,3496.191508659828,13.043626873597477,59186.79272172017,8913.057049534846,11.693681591053874,0.11708891516022805,0.008258328666979113,0.1079657337831872,3670.9367836826123,5464.898072568942,156.9490426173988,3002.786805126042,4192.002207206385
11910.452280071393,4417.3263617953735,3759.0763429272956,3207.9620190917362,20.600133287080038,55678.24965386693,604.1548533642905,19.153529717165153,0.11375300150501695,0.0752939826403221,0.11651582495251148,23716.387755518866,7639.164297653848,92.51550822494563,3639.2682662632365,10392.486773140075
12760.76619294069,5618.992890048601,1570.903081004275,1983.3667575363822,28.147384616721343,74124.1537564857,8431.980061733118,9.56232076638634,0.17414639404819085,0.03568574634829366,0.08206764898461591,3351.4328334157576,8644.070881066038,172.81140081318168,13608.174402686156,9560.559928495079
16965.893048722,5874.670000835096,2200.421391106447,3159.4286671319524,17.14570406582343,55365.1218316106,10052.448068419864,15.561126156480386,0.144633324244782,0.016744416532832665,0.1401007888682665,6312.0407017477255,8523.483762817137,350.2316819413093,6761.149185463667,10878.287305536905
67036.36933779345,11685.28718967408,3773.671016387287,5314.793640554284,29.101599864623537,87866.12617300301,28438.87282851481,12.511096938838593,0.20674318548761203,0.013497960249031007,0.03165072397237376,10011.96009101678,6705.49297054126,203.5331987413524,4673.113923683311,21187.36602330184
17037.103322608098,5369.19475224966,3162.5325029591386,6103.200135421997,11.812592135115992,58076.30411368488,3477.311875229282,15.951387289888462,0.05146217700295575,0.010313584666036293,0.08565507810103527,8747.990297763497,10930.05467071401,213.55377645371888,8336.230065352791,11379.030771703088
94041.38740209292,22074.898126411892,3850.8701462560166,3178.681139048017,10.870714571988756,26068.960936479976,244.16103112798646,12.06481365982655,0.07417429354326688,0.045001713197212294,0.10907585738381403,8406.89073782527,6814.9349729749165,170.7662540101218,11492.921039639603,11253.304342738544
33418.86273872661,18644.982706099647,4171.801958762948,2756.2404310712946,15.24380252942364,37920.11382361809,22500.552164634853,20.595505373862697,0.23599444947463258,0.049139932859995475,0.08164716126556569,6295.736544874747,5443.470441037005,104.30321836088541,7541.799153774116,11079.280420293322
