bottleneck_strength_domestic,bottleneck_strength_wild,bottleneck_time_domestic,bottleneck_time_wild,captive_time,div_time,mig_length_post_split,mig_length_wild,mig_rate_captive,mig_rate_post_split,mig_rate_wild,pop_size_wild_1,pop_size_wild_2,pop_size_captive,pop_size_domestic_1,pop_size_domestic_2,mutation_rate,recombination_rate
15592.418986501652,17113.123720594245,3498.1698596845445,3109.8560254228223,13.475338982507113,81039.19481898539,7088.856321347533,11.573045343296908,0.08850636488231099,0.006663150946327843,0.18214937678272786,6725.507272808153,6518.904531920657,218.84885839902017,9291.871158539252,11438.332454954916,2.1118282036476605e-09,1.3316210080371336e-08
108138.41805641058,1660.518271909501,4348.354912700892,3133.184917431955,16.506557003358253,72103.08949902595,607.5937775452725,15.886884408491508,0.040408512632291026,0.023289832078171528,0.05881101288165315,8572.928298221404,9653.478312182087,73.0656634324682,6600.460092513057,8658.618439006628,1.5702440895809854e-08,1.4310231557668832e-08
4686.726645329265,561.0147923133393,3436.9406214383544,3014.3858030820743,12.980229458855234,51501.27756894492,626.4963991515293,11.31888464043768,0.09296806857552893,0.004756877494279594,0.2426633817292135,9371.279581213665,8813.463432685374,92.41899141629291,4886.105257445597,10929.1176739543,5.336943327116507e-09,2.1253754940211972e-08
11213.210988990766,20869.441997557595,3838.806694232698,4285.920263762048,17.45222174236454,42483.44658722839,1778.9847251412466,12.254078765785842,0.03747105853342359,0.010791976217323489,0.06827937568631971,6434.8348026198855,8547.51100247243,144.1198850438887,7514.806769750648,9757.75420859935,5.912803073592945e-09,1.742732929047202e-08
14256.992770499219,11920.9311077329,3033.424637150567,2924.1372280329974,28.92505861053859,52836.505820178456,13251.29861881402,11.292689186336636,0.20403687787825217,0.014755448582612372,0.05296559273665747,5082.769265062804,10607.816457481971,101.37798758806514,5810.001256150467,8720.179623922833,8.06381703230265e-09,8.764242137647581e-09
4442.110659296386,43407.827411300575,4791.3712448925635,2849.4422810090023,15.225451845607626,43543.231772451065,2430.1296458541187,29.438504514963153,0.18019447915417336,0.0746788600692892,0.05843063218677056,6035.775400634541,6639.242650429535,131.73301389821145,6173.226872055174,11817.24706219063,6.139879911119213e-09,1.262966329220085e-08
19035.347300864494,1291.6828916623215,2522.624970759339,3378.147774868446,17.401238078313302,60334.90344253633,5854.402941159115,12.902389050602508,0.028854674067148922,0.019824436067076547,0.06268917137047351,4373.068486807604,5892.113873966504,82.11022049120312,4717.375547622261,13199.803449358129,1.6224480365093456e-08,1.8473390515495286e-08
5244.495149895794,30347.78309290097,3084.9320943795346,2539.693985648256,15.884893224612544,53875.158779160774,11629.511370233227,24.6849342986181,0.03689394278351881,0.0466552183191312,0.1350534424805122,5769.98418395096,7798.707982839541,183.61711457144872,5829.958929530356,10727.990852104758,6.145614499713857e-09,1.0210921272010578e-08
13175.627362229006,15395.659395956303,2562.599796106976,2183.4836330323524,14.245686825148038,58689.26813827693,4824.943377597093,14.729478670075853,0.1506531057374872,0.06195873164058194,0.06085885047458882,6151.809219976383,5994.484602667275,165.80423568903922,4782.97749997666,10392.532864809074,1.74774214733837e-08,1.1683737671198082e-08
8769.46709392328,67465.50114684156,3893.5141433066337,3721.5945137285703,23.44201203374584,54228.94001361925,907.6585906715237,10.251293141677412,0.05023491473727587,0.13541959388621272,0.17996594717720657,4023.1816970505847,8940.65442477048,177.36016876091563,4821.900381515467,7160.16457352607,2.3078976796455725e-07,9.81442532015189e-09
4818.144308440461,4237.337273897933,3032.276232101828,3900.9144286587707,15.705714010105499,59742.72298810483,1579.3458752264678,15.447167869665194,0.048950505698123016,0.0555105834178488,0.09523927400404857,5909.177440312841,8939.40849120608,147.63930190684184,9972.202742018973,14244.091717733309,1.3896049421698931e-08,9.67703981109038e-09
10125.118291984261,74544.08644128096,4453.598252773338,2675.2106811431368,26.5115339335492,62411.39236673805,12377.301967772411,11.611027086608312,0.07940924357237465,0.02163813402307608,0.07239006648652653,8648.361381884493,11528.887008745489,52.47082094366248,6390.177839286308,15231.561375057176,4.9565590757119e-08,9.928225627478795e-09
1481.552416438396,9039.78994793395,3411.627288637614,3193.7859777871627,18.13087787038787,78477.61936886012,27850.83131232276,10.706824106756937,0.07592106564211189,0.005257915920254665,0.11015030841763462,6417.28693871822,5429.244474340926,182.277193119671,5977.536844803208,12305.499124623719,1.7630474951799252e-09,9.99872871406348e-09
33167.91118766893,30976.534467784048,3017.599223700022,2768.9445820861306,26.347522442986183,62182.663122711194,1530.2543211599877,10.17131758527153,0.05415549478304503,0.036855287529345075,0.09948758031802571,5959.895727231946,8519.897971883747,108.91737010386032,6385.466967362267,9327.653916883062,7.091212935674679e-09,1.5197735198514264e-08
52354.76716943971,20626.399407951107,3144.308887602067,2476.9497103596386,14.297568192249917,63943.5635131736,33600.24543383796,4.984464763804234,0.07711653177627567,0.008301644121738491,0.054473584800839414,5337.783237245115,10181.360742988276,140.09195955420316,6008.714461654147,14785.482606983087,1.3980336033214524e-08,1.2536372164938266e-08
76610.45043478679,3882.8918902289256,2938.4404991401484,3326.6986082982257,7.844388861271248,50830.983603152,1753.1239464717949,13.583095187862257,0.12767871099490927,0.055739618731843965,0.09480469636656931,5078.956125156181,8693.426497849763,112.17958650872481,13082.258184416634,9370.132495289186,3.562071939043004e-09,1.3800557033027188e-08
2275.284537483228,13001.63170733585,3771.22346573097,2925.990367513608,12.523621321441182,54582.85736024934,629.5090464446272,10.561246040129648,0.1392656863134587,0.008178465787163256,0.03858129827886735,7091.3528519780175,7078.767425494219,60.9201526313165,6489.093202291158,11599.738840350039,1.8547278898938247e-09,1.0998118205287118e-08
6326.084521670555,902.6873174596773,3526.8081259979435,4733.80758323046,23.22207434863763,49188.27091956438,22280.296456029584,14.896752194664947,0.13805250536018,0.07327213907700121,0.1150905215223329,4272.592367804588,7732.161829893403,86.30208285607004,5735.742936656776,6810.175189632523,2.719007456336752e-08,1.1529394275238443e-08
10535.589255820973,19558.562320053323,2938.7050989000236,3144.0095897621704,17.25542900248936,68650.68285619025,12440.602158786074,7.1891796055512796,0.11946412912101506,0.019200141367774422,0.06905185533619837,6524.231312010873,7830.898874106708,94.63275153743932,9071.98434765601,7926.464170004479,3.8642377420830275e-09,7.890373374095638e-09
19431.097182669593,25833.746159343125,3712.181583243698,2571.118897565682,19.333066333075372,58419.16702903439,657.2885084340475,9.349837132395184,0.04786003233710047,0.017883765030945784,0.030076350368382524,5950.122558876379,6042.318565878025,60.10948530958561,5149.127327411999,10937.078813181806,5.2447450898241936e-08,2.1256305514245233e-08
81827.31952885077,25222.06147326263,2977.9396116989287,4023.40249444798,20.849653827219168,54879.32793457218,10887.955251122436,9.199406015195141,0.031233128762559646,0.04870843744538361,0.2151094102994212,8482.556802837777,9195.825443128717,63.13145459645677,9662.53919075027,11186.129575039782,4.58356207396016e-09,1.4513940448480762e-08
20496.570614548953,1795.7398572969662,4012.3113758939653,3009.367188891546,22.52805935287674,56286.92075281941,599.0883933799332,7.98465774742988,0.13421268890491145,0.0944194636222576,0.07385128946403004,5218.911261481407,9138.020688416478,85.41344861501707,5218.741461821066,10785.203064235095,5.366175259331547e-09,1.2483314024915607e-08
57423.685805163164,15023.128782646949,3931.58395944242,4108.2059983835725,14.731723696869105,48456.352603474144,4643.170642673983,29.411452035880675,0.04097329190934624,0.04208679562640699,0.14514613180246472,5153.63813468672,7031.586952140551,114.07196313678766,9870.99470223804,9614.539261936716,2.2696456888497875e-09,1.3879569085986004e-08
12604.45236051127,47490.716182080265,3865.0146631635357,3018.342711712788,20.83042248687283,52065.47766039891,2477.949356030538,7.619616997715414,0.08979829832479651,0.0321590897511434,0.046637380013453536,4559.526253874491,6396.251927512563,182.66468590492494,9234.333104367362,10182.47986490243,1.1096437076227401e-08,2.1450265081810312e-08
5499.346047360931,15173.369634904735,2932.907816018494,4145.480200940252,14.175132125975772,38330.59053150715,272.38645070766324,11.846221945756701,0.21439800596601202,0.02261800401280416,0.04790521143751437,6463.01800328591,8335.552380049345,80.16174227586805,7378.122451520818,9615.631600738297,5.126589245413653e-09,1.010083539490778e-08
218768.73957349343,11605.793246073268,2903.4945502286077,5062.68666516251,24.62379907572371,57430.60364879969,1237.8147830635576,19.19279008678326,0.07489554543099491,0.007840652103607203,0.0613284250887084,6012.15979351076,8283.120472511457,222.95374126561498,5723.844075693238,8844.62930455089,8.340898194921304e-09,1.4789489886968719e-08
9360.906142739354,13595.924441707428,2562.412921935086,3101.753143077377,16.077948921654677,59319.5271165282,6796.348004480782,14.596012686342462,0.0684003200855867,0.007841121224735112,0.17490076516658648,6207.277755785462,6975.300081578909,115.47953326218756,7312.973531475454,9477.9633335169,8.13111713328258e-08,8.426787300323792e-09
23660.6869221994,8271.76686347116,4152.242886364317,3977.7980740691173,24.086374134032507,83358.10213070783,1796.0130549896012,10.91933693647155,0.13541030110853383,0.005983634150188592,0.059779608066206705,5694.670465795967,6721.710687194523,98.27654304176208,6878.59611431796,14177.915942945694,8.166672461907702e-09,1.5936749033604178e-08
15111.314030808207,27312.82371569679,3415.647491761462,3249.9454525085944,15.252067177108138,71722.83569288213,1603.9395461245124,16.332676756998328,0.1261052487565933,0.03450933112275904,0.14756819745699684,5488.926148781903,10949.905284627946,75.93946473285189,3758.1062148810415,8344.936606043535,9.189574597421097e-09,2.079846243322904e-08
6413.784629537936,9736.746182836747,4047.056464246185,3423.8890245011116,9.128027651254914,44573.414884155114,4812.855627425559,13.175458381449483,0.04603643160157421,0.19331853905815424,0.07844811472834512,8566.831158493414,5659.095411437411,65.61162933645232,7467.164255281094,8498.290017501744,2.2546393745402945e-08,1.5755729347196825e-08
9391.851688028986,20605.291968479465,3364.2090799483562,3731.9134341476006,49.780896694139706,55499.70261402058,880.0960326625213,15.748758864712572,0.05988030378596907,0.014503644401528657,0.11287688529730291,6719.689725975357,9576.853930845265,151.23636478427213,5772.759104741842,8444.51153483717,5.371541873518153e-09,1.593323082249931e-08
20863.100174636922,110681.51012960097,4519.967212741194,3362.7556788315374,20.818497506702037,51979.56418459688,35351.71000811154,17.867908152455573,0.18983208820568342,0.02880528809188631,0.11604719678208872,7532.050521399486,8112.6697828315055,140.11635627760174,6194.31651250345,7324.550649722442,1.4793951373757218e-08,8.791693074929396e-09
